systemOperation;ID;invariantType;invariantCategory;systemOperation-InvariantType;systemOperation-InvariantCategory;classification;GPT_verdict;result;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations;GPT_Model
Marvel_getComicById;10;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;822;219;1041;100;GPT-3.5
Marvel_getComicById;11;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;831;271;1102;10000;GPT-3.5
Marvel_getComicById;12;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.9;804;307;1111;50;GPT-3.5
Marvel_getComicById;13;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1015;264;1279;10000;GPT-3.5
Marvel_getComicById;14;daikon.inv.unary.scalar.LowerBound;Specific values;Marvel_getComicById-daikon.inv.unary.scalar.LowerBound;Marvel_getComicById-Specific values;TP;TP;TP;0.9;788;232;1020;10000;GPT-3.5
Marvel_getComicById;15;daikon.inv.unary.scalar.LowerBoundFloat;Specific values;Marvel_getComicById-daikon.inv.unary.scalar.LowerBoundFloat;Marvel_getComicById-Specific values;FP;TP;FP;0.9;778;246;1024;500;GPT-3.5
Marvel_getComicById;16;daikon.inv.unary.string.OneOfString;Specific values;Marvel_getComicById-daikon.inv.unary.string.OneOfString;Marvel_getComicById-Specific values;FP;TP;FP;0.9;811;289;1100;50;GPT-3.5
Marvel_getComicById;17;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.95;772;197;969;10000;GPT-3.5
Marvel_getComicById;18;daikon.inv.unary.sequence.EltNonZero;Array properties;Marvel_getComicById-daikon.inv.unary.sequence.EltNonZero;Marvel_getComicById-Array properties;TP;TP;TP;0.95;782;178;960;10000;GPT-3.5
Marvel_getComicById;19;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.95;744;198;942;10000;GPT-3.5
Marvel_getComicById;20;daikon.inv.unary.sequence.EltNonZero;Array properties;Marvel_getComicById-daikon.inv.unary.sequence.EltNonZero;Marvel_getComicById-Array properties;TP;TP;TP;0.95;754;206;960;10000;GPT-3.5
Marvel_getComicById;21;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.9;688;296;984;10000;GPT-3.5
Marvel_getComicById;22;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.9;754;249;1003;10000;GPT-3.5
Marvel_getComicById;23;daikon.inv.unary.sequence.EltNonZero;Array properties;Marvel_getComicById-daikon.inv.unary.sequence.EltNonZero;Marvel_getComicById-Array properties;TP;TP;TP;0.95;764;217;981;10000;GPT-3.5
Marvel_getComicById;24;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;1.0;752;210;962;10000;GPT-3.5
Marvel_getComicById;25;daikon.inv.unary.sequence.EltNonZero;Array properties;Marvel_getComicById-daikon.inv.unary.sequence.EltNonZero;Marvel_getComicById-Array properties;TP;TP;TP;0.9;762;267;1029;10000;GPT-3.5
Marvel_getComicById;26;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.9;760;261;1021;10000;GPT-3.5
Marvel_getComicById;27;daikon.inv.unary.sequence.OneOfSequence;Specific values;Marvel_getComicById-daikon.inv.unary.sequence.OneOfSequence;Marvel_getComicById-Specific values;FP;TP;FP;0.9;784;234;1018;100;GPT-3.5
Marvel_getComicById;28;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.9;744;251;995;10000;GPT-3.5
Marvel_getComicById;29;daikon.inv.unary.sequence.EltNonZero;Array properties;Marvel_getComicById-daikon.inv.unary.sequence.EltNonZero;Marvel_getComicById-Array properties;TP;TP;TP;0.9;754;245;999;10000;GPT-3.5
Marvel_getComicById;30;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.9;746;226;972;10000;GPT-3.5
Marvel_getComicById;31;daikon.inv.unary.sequence.EltNonZero;Array properties;Marvel_getComicById-daikon.inv.unary.sequence.EltNonZero;Marvel_getComicById-Array properties;TP;TP;TP;0.9;756;226;982;10000;GPT-3.5
Marvel_getComicById;32;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.9;688;232;920;10000;GPT-3.5
Marvel_getComicById;33;daikon.inv.unary.string.OneOfString;Specific values;Marvel_getComicById-daikon.inv.unary.string.OneOfString;Marvel_getComicById-Specific values;FP;TP;FP;0.9;772;234;1006;1000;GPT-3.5
Marvel_getComicById;34;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.9;739;197;936;10000;GPT-3.5
Marvel_getComicById;35;daikon.inv.unary.sequence.EltNonZero;Array properties;Marvel_getComicById-daikon.inv.unary.sequence.EltNonZero;Marvel_getComicById-Array properties;TP;TP;TP;0.9;749;219;968;10000;GPT-3.5
Marvel_getComicById;36;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.9;690;198;888;10000;GPT-3.5
Marvel_getComicById;37;daikon.inv.unary.scalar.LowerBound;Specific values;Marvel_getComicById-daikon.inv.unary.scalar.LowerBound;Marvel_getComicById-Specific values;TP;TP;TP;0.95;805;300;1105;10000;GPT-3.5
Marvel_getComicById;38;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.9;769;213;982;10000;GPT-3.5
Marvel_getComicById;39;daikon.inv.unary.sequence.EltNonZero;Array properties;Marvel_getComicById-daikon.inv.unary.sequence.EltNonZero;Marvel_getComicById-Array properties;TP;TP;TP;0.9;779;236;1015;10000;GPT-3.5
Marvel_getComicById;40;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.9;688;212;900;10000;GPT-3.5
Marvel_getComicById;41;daikon.inv.unary.scalar.LowerBound;Specific values;Marvel_getComicById-daikon.inv.unary.scalar.LowerBound;Marvel_getComicById-Specific values;FP;TP;FP;0.95;793;228;1021;10000;GPT-3.5
Marvel_getComicById;42;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.9;767;198;965;10000;GPT-3.5
Marvel_getComicById;43;daikon.inv.unary.sequence.EltNonZero;Array properties;Marvel_getComicById-daikon.inv.unary.sequence.EltNonZero;Marvel_getComicById-Array properties;TP;TP;TP;0.9;777;238;1015;10000;GPT-3.5
Marvel_getComicById;44;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.9;689;236;925;10000;GPT-3.5
Marvel_getComicById;45;daikon.inv.unary.scalar.LowerBound;Specific values;Marvel_getComicById-daikon.inv.unary.scalar.LowerBound;Marvel_getComicById-Specific values;FP;TP;FP;0.9;797;244;1041;500;GPT-3.5
Marvel_getComicById;46;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.9;769;276;1045;10000;GPT-3.5
Marvel_getComicById;47;daikon.inv.unary.sequence.EltNonZero;Array properties;Marvel_getComicById-daikon.inv.unary.sequence.EltNonZero;Marvel_getComicById-Array properties;TP;TP;TP;0.9;779;245;1024;10000;GPT-3.5
Marvel_getComicById;48;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.95;688;248;936;10000;GPT-3.5
Marvel_getComicById;49;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Marvel_getComicById-daikon.inv.unary.scalar.NonZero;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.95;750;206;956;10000;GPT-3.5
Marvel_getComicById;50;daikon.inv.unary.sequence.OneOfSequence;Specific values;Marvel_getComicById-daikon.inv.unary.sequence.OneOfSequence;Marvel_getComicById-Specific values;FP;FP;TN;0.9;774;230;1004;50;GPT-3.5
Marvel_getComicById;51;daikon.inv.unary.scalar.OneOfScalar;Specific values;Marvel_getComicById-daikon.inv.unary.scalar.OneOfScalar;Marvel_getComicById-Specific values;FP;TP;FP;0.8;1050;299;1349;500;GPT-3.5
Marvel_getComicById;52;daikon.inv.unary.scalar.OneOfScalar;Specific values;Marvel_getComicById-daikon.inv.unary.scalar.OneOfScalar;Marvel_getComicById-Specific values;FP;FP;TN;0.9;1050;254;1304;100;GPT-3.5
Marvel_getComicById;53;daikon.inv.unary.scalar.OneOfScalar;Specific values;Marvel_getComicById-daikon.inv.unary.scalar.OneOfScalar;Marvel_getComicById-Specific values;FP;FP;TN;0.9;1214;232;1446;10000;GPT-3.5
Marvel_getComicById;54;daikon.inv.unary.scalar.OneOfScalar;Specific values;Marvel_getComicById-daikon.inv.unary.scalar.OneOfScalar;Marvel_getComicById-Specific values;TP;TP;TP;0.9;911;269;1180;10000;GPT-3.5
Marvel_getComicById;55;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;862;251;1113;10000;GPT-3.5
Marvel_getComicById;56;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.9;842;263;1105;10000;GPT-3.5
Marvel_getComicById;57;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;880;240;1120;10000;GPT-3.5
Marvel_getComicById;58;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.9;876;252;1128;10000;GPT-3.5
Marvel_getComicById;59;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.9;867;244;1111;10000;GPT-3.5
Marvel_getComicById;60;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;874;224;1098;10000;GPT-3.5
Marvel_getComicById;61;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;868;258;1126;10000;GPT-3.5
Marvel_getComicById;62;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;1070;219;1289;10000;GPT-3.5
Marvel_getComicById;63;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;1092;205;1297;10000;GPT-3.5
Marvel_getComicById;64;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;1073;225;1298;10000;GPT-3.5
Marvel_getComicById;65;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.9;1060;254;1314;10000;GPT-3.5
Marvel_getComicById;66;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;1129;233;1362;10000;GPT-3.5
Marvel_getComicById;67;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.9;978;227;1205;10000;GPT-3.5
Marvel_getComicById;68;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterThan;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;1072;224;1296;10000;GPT-3.5
Marvel_getComicById;69;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;876;287;1163;10000;GPT-3.5
Marvel_getComicById;70;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;882;266;1148;10000;GPT-3.5
Marvel_getComicById;71;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;873;287;1160;500;GPT-3.5
Marvel_getComicById;72;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1061;268;1329;100;GPT-3.5
Marvel_getComicById;73;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1083;239;1322;10000;GPT-3.5
Marvel_getComicById;74;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1078;186;1264;50;GPT-3.5
Marvel_getComicById;75;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;1075;238;1313;500;GPT-3.5
Marvel_getComicById;76;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1131;250;1381;10000;GPT-3.5
Marvel_getComicById;77;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1133;292;1425;10000;GPT-3.5
Marvel_getComicById;78;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;998;215;1213;10000;GPT-3.5
Marvel_getComicById;79;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1000;270;1270;10000;GPT-3.5
Marvel_getComicById;80;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1077;268;1345;100;GPT-3.5
Marvel_getComicById;81;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;935;234;1169;100;GPT-3.5
Marvel_getComicById;82;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;887;273;1160;1000;GPT-3.5
Marvel_getComicById;83;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;853;228;1081;50;GPT-3.5
Marvel_getComicById;84;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;861;268;1129;10000;GPT-3.5
Marvel_getComicById;85;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;853;275;1128;100;GPT-3.5
Marvel_getComicById;86;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.9;1061;289;1350;500;GPT-3.5
Marvel_getComicById;87;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1060;251;1311;100;GPT-3.5
Marvel_getComicById;88;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1113;242;1355;500;GPT-3.5
Marvel_getComicById;89;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;FP;TN;0.9;1115;227;1342;500;GPT-3.5
Marvel_getComicById;90;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;951;250;1201;50;GPT-3.5
Marvel_getComicById;91;daikon.inv.binary.twoScalar.NumericInt$Divides;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.NumericInt$Divides;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;963;231;1194;1000;GPT-3.5
Marvel_getComicById;92;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntNonEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;809;285;1094;50;GPT-3.5
Marvel_getComicById;93;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;TP;TP;TP;0.95;890;260;1150;10000;GPT-3.5
Marvel_getComicById;94;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;891;225;1116;500;GPT-3.5
Marvel_getComicById;95;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1033;296;1329;100;GPT-3.5
Marvel_getComicById;96;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1093;223;1316;100;GPT-3.5
Marvel_getComicById;97;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1073;237;1310;1000;GPT-3.5
Marvel_getComicById;98;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1013;262;1275;100;GPT-3.5
Marvel_getComicById;99;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;887;236;1123;500;GPT-3.5
Marvel_getComicById;100;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1028;233;1261;100;GPT-3.5
Marvel_getComicById;101;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1089;282;1371;100;GPT-3.5
Marvel_getComicById;102;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1079;287;1366;1000;GPT-3.5
Marvel_getComicById;103;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1011;307;1318;100;GPT-3.5
Marvel_getComicById;104;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1064;205;1269;10000;GPT-3.5
Marvel_getComicById;105;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;1056;264;1320;1000;GPT-3.5
Marvel_getComicById;106;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.95;957;264;1221;10000;GPT-3.5
Marvel_getComicById;107;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Marvel_getComicById-daikon.inv.binary.twoScalar.IntGreaterEqual;Marvel_getComicById-Arithmetic comparisons;FP;TP;FP;0.9;1062;259;1321;500;GPT-3.5
